,smiles,solv_oxidation_potential
06SHNU,CCOC(=O)C[C@H]1CCCCN1C(=O)c1cccc(S(C)(=O)=O)c1,2.191
06XRDJ,O=C(/C=C/c1cc(Br)ccc1F)c1ccc(F)cc1F,1.997
06FTIG,COc1ccc(C(=O)N2CCCC[C@H]2c2cn[nH]c2)c(O)c1,1.252
06CADH,Cc1ccccc1[C@H](CC(=O)Nc1cc(F)c(N(C)C)c(F)c1)NC(N)=O,0.805
06UKLX,CCC[C@@H]1CN(C(=O)C[C@@H]2OCCc3ccccc32)CCO1,2.144
06MNLM,Cc1ccc(NC(=O)CN2CCOC[C@@H]2C(N)=O)c(Cl)c1,1.044
06HPCH,N#CCOc1ccc(/C=C/C(=O)NCc2ccc3c(c2)CCC3)cc1,1.512
06UHUK,CC(=O)N[C@H](C(=O)Oc1cccc(C(F)(F)F)c1)C(C)C,2.617
06SLYW,COc1cc(Br)c(S(=O)(=O)Nc2cccc(N3CCCC3=O)c2)cc1OC,1.448
06DCAP,COc1ccc(Sc2cc3c(cc2Cl)C(=O)C(=O)N3)cc1,1.365
06TAYC,CN(Cc1ccccc1)C(=O)[C@@H]1CSc2nccc(=O)n2C1,1.932
06STXT,Cc1ccccc1CN1CCc2nc(N3CCN(c4ccc(F)cc4)CC3)ncc2C1,0.673
06QJPI,Cc1cccc(OC(=O)[C@@H]2CCC[C@H](C(F)(F)F)C2)c1,2.135
06IABT,CCc1ccc(N[C@@H](NC(=O)c2ccco2)C(=O)c2ccc(C)cc2)cc1,1.058
06SNFV,OCc1ccc(OCCSc2ccccc2)cn1,2.481
06NXHO,Cc1ccc(NC(=O)Cc2ccc(NC3=N[C@H]4CS(=O)(=O)C[C@H]4S3)cc2)cc1,1.455
06AXCH,Cn1c(CN2CCNC[C@@H]2C#N)cc(=O)n(C)c1=O,1.638
06SHCX,CC[C@H](C#N)OC(=O)c1ccc(C2SCCS2)cc1,1.639
06KARX,COc1ccccc1CNC(=O)CNC(=O)N1CC(=O)Nc2ccccc21,1.318
06INVV,O=C(NCc1ccccc1F)c1ccccc1SCc1cscn1,1.842
06KKIU,C[C@H]1CSCCN1C(=O)c1cc(C(F)(F)F)ccc1N,1.442
06YSXB,O=C(c1ccccc1)N1CCc2ccc(NS(=O)(=O)c3cccc(C(F)(F)F)c3)cc2C1,1.454
06XWGQ,Cc1ccc(NC(=O)NC[C@@H]2CN(Cc3ccccc3)CCO2)cc1C(N)=O,0.847
06KDZS,Cc1ccc(C(=O)NC[C@@H](c2cccs2)S(=O)(=O)c2ccc(Cl)cc2)cc1,1.706
06DXCZ,O=C(NCCCOc1ccc2c(c1)OCO2)c1cnn2c1SCC2,2.763
06HHSJ,CCc1ccccc1OCC(=O)NC1(C(N)=O)CCCC1,1.593
06APDY,COCc1ccccc1C(=O)N[C@@H]1CC(=O)N(c2ccc(Oc3ccccc3)cc2)C1,1.267
06IUDP,CS[C@@H]1CC[C@H](NC(=O)COc2ccc(N3CCCC3=O)cc2)C1,1.01
06CPXQ,CC(C)NC(=O)COc1ccc(/C=N/NC(=O)c2ccncc2)cc1,1.332
06XJTJ,COc1ccc(OC)c(CN2CCN(C(=O)COc3ccc(F)cc3)CC2)c1,1.132
06OUTP,CCNc1ncc(S(=O)(=O)N[C@H]2CCCC2(C)C)cn1,1.812
06YSOR,C[C@H]1Cc2ccccc2N1C(=O)COc1ccc(I)cc1,1.396
06ABIQ,N#C/C(=C\c1ccccc1F)C(=O)Nc1ccccc1F,1.825
06MONF,COc1ccccc1NS(=O)(=O)c1ccc(/C=C/C(=O)Nc2ccc3c(c2)CCC3)cc1,1.214
06BAIO,O=C(NC1=CN=NC1)Nc1ccc(OCC(F)(F)F)cc1,1.399
06KOWW,C[C@@H](C(=O)N1CCCC1)N(c1ccccc1)S(C)(=O)=O,1.606
06TPZW,O=S(=O)(Nc1ccc(Cl)c(C(F)(F)F)c1)c1ccc(S(=O)(=O)N2CCOCC2)cc1,1.807
06UQNK,O=C(CCc1cccc(F)c1F)NC[C@@H](O)c1ccc(Cl)cc1,2.013
06XDMO,O=C(NC[C@@]1(O)CCSC1)c1ccc(OCC(F)(F)F)nc1,2.574
06QKHM,O=C(Nc1ccccc1)[C@H]1C[C@@H](c2ccccc2)CN(C(=O)C2CCCC2)C1,2.017
06LVHF,Cc1ccc2c(c1)CCN2CC(=O)N1CCC[C@@H](C)C1,0.389
06IQOT,O=C(NCc1ccc(COC2CCCCC2)cc1)c1cc2ccncc2cn1,2.108
06WBAX,CC[C@@H]1CCC[C@@](C#N)([C@H](O)c2cc(Br)ccc2OC)C1,1.948
06SZYD,Cc1cc(C(=O)NCCC/C(N)=N/O)sc1Br,1.259
06NSPZ,CN(CCc1nccs1)C(=O)c1ccc(C(=O)OC(C)(C)C)cc1,1.968
06ICII,COCCn1c(C)cc(/C=C(/C#N)C(=O)N2CCCC[C@@H]2C)c1C,1.021
06PMLR,Cc1cccc(OC(=O)C(Cl)(C(F)(F)F)C(F)(F)F)c1C,2.37
06JUTG,COc1ccc(O[C@H](C)CNC(=O)N[C@H]2c3ccccc3C[C@H]2O)cc1,1.109
06XQFA,Cc1c(NCC(C)(C)CCC#N)cccc1C(=O)N1CCOCC1,0.929
06FIOZ,Cc1ccc(F)cc1S(=O)(=O)NC[C@@H]1COc2ccccc2C1,1.606
06GUQP,O=C(CN1C(=O)COc2ccc(Cl)cc21)NOCc1ccccc1,1.372
06WGJK,O=C(COc1ccccc1C(F)(F)F)C1=NC=CC1,2.047
06XISQ,COc1ccccc1NCc1ccccc1N1C[C@H](C)O[C@H](C)C1,0.701
06JSIY,CCOc1cc(Nc2ccc(S(=O)(=O)C(F)F)cc2)ccc1OC,0.641
06XAJU,Cc1cccc(NC(=O)CN2C(=O)N/C(=C\C=C\c3ccccc3)C2=O)c1,1.305
06AEVY,C[C@H]1C[C@H](NC(=O)CCSc2ccc(C#N)cc2)CN1c1ccccc1,0.949
06HCJM,O=C(N[C@H]1CCO[C@H]1c1ccc(Cl)c(F)c1)c1ccc(F)c(F)c1,1.852
06KUJF,CCN(CC)c1ccc(Cc2ccc(OC)cc2OC)cc1,0.653
06KYDJ,Cc1cccc(C)c1NC(=O)c1ccc([C@@H]2SCC(=O)N2CCc2ccccc2)cc1,2.097
06AIOJ,CC(=O)c1ccc(NC(=O)N(C)Cc2ccc3c(c2)OCCO3)cc1C,1.566
06VOSN,O=Cc1cccc(OCC(=O)N[C@@H]2CCOc3ccccc32)c1,1.608
06EVMZ,COc1ccc(N2C(=O)C[C@H](Nc3c[nH]c(=O)[nH]c3=O)C2=O)cc1,0.989
06KHGI,O[C@H](c1ccc(Br)cc1F)[C@@H]1CCO[C@]2(CCOC2)C1,2.406
06VHQG,CN1C(=O)COc2ccc(NC(=O)[C@@H]3CCCC[C@H]3C(F)(F)F)cc21,1.03
06OLYU,O=C(CNc1ccc(OC(F)(F)F)cc1)Nc1cc2c(cc1Br)OCCO2,0.998
06LDAG,C#CCCN1CCN(S(=O)(=O)c2ccc(F)cc2Br)CC1,1.036
06DGMV,CN(c1ccccc1C(N)=O)S(=O)(=O)c1ccc(Br)cc1,2.038
06WPOI,O=C(c1cc(Cc2ccccc2)ccc1O)N1CCCC[C@H]1c1ncc[nH]1,1.361
06TCUE,CC(C)(C)OC(=O)Nc1cccc(CC(=O)N[C@@H]2C=C[C@H](CO)C2)c1,1.575
06ZISB,FC(F)(F)[C@@H]1CN(Cc2ccc(OCCc3ccccc3)cc2)CCO1,1.052
06JTSN,CCCN(CCO)C(=O)Nc1ccc(OCC)c(C)c1,0.798
06UEVW,CS(=O)(=O)Cc1ccccc1NS(=O)(=O)c1ccc2c(c1)CCCC2,1.548
06BEDP,CCOC(=O)CC[C@@H](C)NC(=O)Nc1cc(C)ccc1F,1.394
06HLBO,COc1ccccc1CC(=O)N1CCC(NC(=O)[C@H]2CCO[C@H]2C)CC1,1.666
06ATXG,O=C1O[C@H](c2ccc(Cl)cc2)OC2=C1CCC2,2.411
06YXQX,O=C(NCc1ccc2c(c1)OCO2)c1ccc(NC(=O)[C@H]2CC(=O)N(c3ccccc3)C2)cc1,1.226
06XFGS,CN(Cc1ccncn1)C(=O)[C@@H]1C=C(Cn2ccc3ccccc32)N=N1,1.362
06NXAA,COc1ccc(C(=O)C2CCN(C(=O)c3cc(Cl)c[nH]3)CC2)cc1,1.594
06ANLS,CCCOc1cc(S(=O)(=O)N2CCN(Cc3ccccc3)CC2)ccc1Br,1.158
06WPNT,COc1ccnc(NC(=O)[C@H]2CC(=O)N(c3ccc(Cl)cc3)C2)c1,1.561
06JEYZ,COc1ccc(S(=O)(=O)N2CCN([C@H](C)C(=O)NC34CC5CC(CC(C5)C3)C4)CC2)cc1,1.205
06KUIR,CNC(=O)c1cccc(NC(=O)NCc2cc(Cl)ccn2)n1,1.781
06MEHY,O=C(CN1C(=O)S/C(=C\C=C\c2ccccc2)C1=O)Nc1nccs1,1.606
06KWFY,Cc1ccc(CNC(=O)Nc2ccccn2)c(OC[C@@H]2CCOC2)c1,1.391
06FEIO,COc1ccccc1N1C[C@H](C(=O)Nc2ccc(Br)cn2)CC1=O,1.172
06CQZL,O=C1CC=C(C(=O)N[C@H]2N/C(=C\C(=O)N3CCN(c4ccccc4)CC3)CS2)C=N1,0.914
06NTKR,Cc1cc(Cl)ccc1OCC(=O)Oc1nn(C)c(=O)c(Cl)c1Cl,2.744
06IJYS,Cc1n[nH]c2ncc(NC(=O)N[C@H](C)c3cccc(OC(C)C)c3)cc12,1.246
06AHOU,Cc1ccc(S(=O)(=O)N(C)c2ccc(C(=O)N3C[C@@H](C)O[C@H](C)C3)cc2)cc1,1.584
06WSKR,Cc1cccc(Cl)c1NC(=O)[C@@H]1CCCN(C(=O)c2cccs2)C1,2.037
06ZTAS,CNC(=O)c1ccc(CN(C)S(=O)(=O)c2ccc(F)c(C)c2)o1,2.01
06HBYD,CCCn1/c(=N/C(=O)Cc2csc(C)n2)[nH]c2ccccc21,1.368
06LPQS,CC(C)c1cccc(N(C)S(=O)(=O)c2ccc(S(C)(=O)=O)cc2)c1,1.667
06BARE,CN(C)c1ccc(N)c(OCCc2ccsc2)c1,-0.157
06OYFQ,Cc1ccc([C@@H](C)N(C)C(=O)N[C@H](C)c2ccc3c(c2)NC(=O)CO3)cc1,1.237
06GDUY,CC[C@H](C)NC(=O)CN(c1ccc(C)c(Cl)c1)S(=O)(=O)c1ccccc1,1.534
06OPPT,O=C(CCc1cccc(F)c1)Oc1ccc2c(c1)OCO2,1.423
06YJNV,COc1ccc(S[C@H](C)C(=O)Nc2ccc(Cl)cc2C(N)=O)cc1,1.078
06OYHZ,CNC(=O)N1CCN(S(=O)(=O)c2ccccc2F)CC1,1.17
06TVAD,Cc1cc(C)cc([C@H](O)CN(CCC(N)=O)c2ccc(F)cc2)c1,0.848
06TDOJ,Cc1cc(S(=O)(=O)NC[C@@H]2CCO[C@@H]2c2ccccc2)c(F)cc1F,1.946
06DZZM,C[C@H]1CCC[C@@H](NC(=O)c2ccc(NC(=O)C3=CCC(=O)N=C3)cc2)[C@@H]1C,1.974
06GKQY,CCOc1cccc(NC(=O)N2CCC([C@@H](O)c3ccc(Cl)cc3)CC2)c1,1.211
06UTHB,CC[C@@H](O)c1ccc(OCC(=O)Nc2c(C)cc(C)cc2Cl)cc1,1.775
06EVOC,C[C@H](C/C(O)=N/c1ccc(F)cc1F)S(=O)(=O)c1ccc2c(c1)N=C(O)CO2,1.366
06FOFN,COCCn1c(C)cc(/C=C(/C#N)C(=O)N2C[C@H](C)O[C@@H](C)C2)c1C,0.97
06XQIM,O=C(CCNc1ccc(F)c(Cl)c1)c1ccc(Cl)cc1,0.876
06VJKZ,Cc1ccccc1NC(=O)NNC(=O)/C=C/c1cccc(F)c1,1.54
06EYLP,CC(C)Oc1ccc(NC(=O)NC[C@H](C)N2CCOCC2)c(F)c1,0.758
06BLTI,CC1=C[C@@H](C(=O)N/N=C/[C@@H]2[C@H](C)NN(c3ccccc3)[C@H]2Cl)N=N1,0.645
06BXRW,NC(=O)NCc1ccc(NC(=O)/C=C/c2cc(Br)ccc2F)cc1,1.519
06EFKN,COc1cc(N)c(NC(=O)C[C@H]2CCCCO2)cc1OC,0.344
06CXFI,C[C@@H]1CN(S(=O)(=O)N(CCO)c2ccc(F)cc2F)C[C@@H](C)O1,1.437
06BOYY,C[C@@H](CCc1ccccc1)CC(=O)N(C)C1CCOCC1,2.064
06JMGT,Cc1oc(C(=O)NCc2cc[nH]n2)cc1S(=O)(=O)N(C)C,1.755
06ZPIJ,COc1ccc(NC(=O)Cc2ccc(NS(=O)(=O)c3ccc4ccccc4c3)cc2)cc1,1.231
06BAWH,Cc1ccc(/C=C/C(=O)N2CSC[C@H]2C(=O)NCCC(C)C)o1,1.477
06RRFE,O=C(NC[C@@H]1CN(Cc2ccccc2)CCO1)Nc1ccc(Cl)c(Cl)c1,1.039
06SCJC,CCN1CCO[C@@H](CN2CCCc3c(N)cccc32)C1,0.363
06CHSE,CCc1sc(C(=O)N2CCN([C@@H](C(N)=O)c3ccccc3)CC2)cc1C,1.273
06WPXY,Cn1ncc(C(=O)Nc2ccnc(Oc3ccccc3)c2)c1C(F)F,1.911
06YWHI,C[C@H](NC(=O)[C@H]1CC(=O)N(c2cccc(Cl)c2)C1)c1ccccc1,1.673
06DDDD,Cc1ccc(OC(=O)N2CCN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]3C2)cc1,1.778
06VPZV,Cc1ccc(OCCC(=O)Nc2ccc3c(c2)N(C)C(=O)CO3)c(C)c1,1.002
06VLQR,Cc1cccc(C)c1NC(=O)COC(=O)[C@H]1[C@H]2C[C@H]3OC(=O)[C@@H]1[C@H]3C2,1.659
06ECFF,C[C@H](OC(=O)[C@@H](C)OCc1ccccc1)c1cccc(C#N)c1,2.15
06HUECPG,Cc1cc(F)c(N)cc1S(=O)(=O)Nc1ccc(F)cc1F,1.212
06CKHN,CCOc1ccc(NS(=O)(=O)c2ccc(C(=O)N3C[C@H](C)O[C@H](C)C3)cc2)cc1,1.152
06ORQT,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C\c1ccco1,1.371
06QRSK,Cc1nn(CC(F)(F)F)c(C)c1CC(=O)N(C[C@H]1CCCCO1)C(C)C,1.499
06FIWR,CCC(=O)N1CSC[C@H]1C(=O)NC1CCN(c2ccc(C#N)cc2)CC1,2.69
06XGMU,CCOC(=O)c1cnc2ccc(Cl)nc2c1Cl,2.432
06NPJD,O=S(=O)(c1ccc(NC(=S)N/N=C/c2ccccc2O)cc1)N1CCOCC1,1.353
06QOXG,O=C(N[C@H]1CC(=O)N(c2cccc(F)c2)C1)c1cccc(C(F)(F)F)c1,1.84
06FSMM,COc1cccc([C@@H]2CCCN2C(=O)c2ccc([S@](=O)C(C)C)cc2)c1,1.79
06OQMC,Cc1cc(C)c(C(=O)N2CCN(c3ncccn3)CC2)c(=O)[nH]1,1.367
06WLXW,NC(=O)NCc1ccc(C(=O)NC[C@H]2COc3ccccc3O2)cc1,1.438
06OHRP,C=CCCC(=O)NC[C@H](O)c1ccc2c(c1)CCO2,1.451
06NLIT,N[C@@H](c1ccc2c(c1)CCCO2)C(F)(F)C(F)F,1.548
06YFFH,Nc1c(C(=O)NCCc2cccs2)sc2cccc(F)c12,0.858
06NLCW,COC(=O)c1ccn(C(=O)c2ccccc2C)n1,2.988
06JMQC,CCc1ncnc(N2CCC(OCc3ccccc3OC)CC2)c1F,1.493
06AUYH,Cc1occc1C(=O)OC[C@@H]1CCCCO1,1.986
06UQQC,O=C(c1ccsc1)[C@H]1CCCc2cccnc21,1.584
06QORX,COc1cc(Cl)c(O)cc1NC(=O)[C@@]1(C)Oc2ccc(Cl)cc2NC1=O,1.033
06WYYV,CC(C)[C@@](C)(O)CNS(=O)(=O)c1c[nH]c2nccc(Cl)c12,1.839
06CAXV,COc1ccc(S(=O)(=O)N2CCN(c3cccc(C)c3C)CC2)cc1OC,0.794
06MIBK,Cc1c(Cl)cccc1S(=O)(=O)NC[C@H](c1cccs1)N(C)C,1.223
06YZNR,COC(=O)Nc1ccc(OCc2ccccc2Cl)cc1,1.112
06FQFX,N#Cc1ccc(O)cc1C(F)(F)F,2.5
06XLOJ,CC(C)OC(=O)N1CCC(OC(=O)n2ccnc2)CC1,2.095
06RKOO,CC1=NN(c2ccccc2)C(=O)/C1=C\c1cccc(O)c1,1.33
06FVVF,Cc1ccc(/C=C/C(=O)N2CCn3cccc3[C@H]2C)s1,1.266
06VVPI,COc1cccc(S(=O)(=O)N[C@@H]2CCN(c3ccc(F)cc3)C2=O)c1,1.81
06DSDP,COc1ccc(NC(=S)NC(=O)c2ccccc2Br)cc1OC,0.863
06LFSR,Cc1ccc(N2CC[C@H](Nc3ccccc3CS(C)(=O)=O)C2=O)cc1,0.803
06JELF,Cc1ccccc1NC(=O)COC(=O)[C@@H](C)O[C@H]1CCC[C@H](C)C1,1.716
06LXBE,COc1ccc(Br)c(C=C2C(=O)OC(C)(c3ccccc3)OC2=O)c1,1.705
06XJGV,COc1ccc(S(=O)(=O)Nc2nc3c(F)cc(F)cc3s2)cc1,1.575
06GOXR,O=C(CN(c1ccccc1)S(=O)(=O)c1ccc(F)cc1)NCc1ccc(Cl)cc1,1.751
06JQWX,CC[C@H](COC)NC(=O)Cc1cc(C)ccc1C,1.861
06DDHR,CSCC(=O)NNC(=O)C(C)(C)c1ccc(Br)cc1,2.121
06BTAP,N/C(=N/OCC(=O)Nc1cccc(Cl)c1)[C@H]1CCOC1,0.961
06ZJSB,Cc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)CNc1cccc(C#Cc2ccccc2)c1,1.357
06DVMN,COCCN[C@H]1CS(=O)(=O)C[C@@H]1S(=O)(=O)c1ccc(C)cc1,1.732
06WHCY,CC(C)n1cccc1C(=O)N[C@H]1CCc2cc(N)ccc21,0.947
06XGVY,COc1ccc(NC(=O)[C@H](NC[C@@H]2COc3ccccc3O2)c2ccccc2)cc1Cl,1.163
06XUPB,Nc1ccc(Cl)c(SC[C@H]2Cc3cc(F)ccc3O2)c1,1.156
06UTKW,CN(C)C(=O)COc1cccc(CNC(=O)c2ccc(Cl)nc2)c1,1.678
06IPEV,Cn1c(C(=O)NC2CCCC2)cc2sccc21,1.293
06KZAI,Cc1ccccc1CNC(=O)[C@@H](C)OC[C@@H]1CCCO1,2.231
06QTJN,COc1ccc(CN2CCc3ccc(S(N)(=O)=O)cc32)cc1F,0.796
06IZAX,CC[C@@H](C)CN(C)C(=O)[C@@H]1SCCc2sccc21,1.486
06GZWW,Cc1ccc(C(=O)NCc2ccc(CN3CCc4ccccc43)cc2)c(=O)[nH]1,0.646
06ZVAX,CCC(CC)N(CCOC)C(=O)c1ccc2c(c1)CCN2,0.62
06VOTZ,CN(C)c1ccc(/C=C2\C=Cc3ccccc32)cc1F,0.767
06NAAI,Cc1ccc(C(=O)N(C)[C@@H]2CCCC[C@@H]2C)c(N)c1,0.968
06OGGV,Cc1cc(C)cc(CSC[C@H](C)/C(N)=N/O)c1,1.193
06RHPX,CCOC(=O)CN1C(=O)S/C(=C/c2cc(Br)cs2)C1=O,1.786
06QDIJ,COC(=O)c1cccc(NCc2ccc(N3CCC(CO)CC3)cc2)n1,0.63
06YWWV,CC(C)(C)[C@H](NCc1ccc(F)cc1Br)C(N)=O,1.125
06BJTY,Cc1ccc(S(C)(=O)=O)cc1NC(=O)N1C[C@@H](C)C[C@@H](C)C1,1.503
06UXXJ,O=C(Cc1ccc(NS(=O)(=O)c2ccc(F)c(Cl)c2)cc1)N1CCCC1,1.426
06EVLF,CN(C)N(C(=O)c1cccc(OCc2ccccc2)c1)[C@@H]1CCS(=O)(=O)C1,1.416
06NMSS,COc1ccc(C)cc1NC[C@@H]1COc2ccccc21,0.637
06UWYR,CCCc1ccc(C(=O)CCC(=O)N2CCC[C@@H]2c2c(C)n[nH]c2C)cc1,1.677
06HVKG,CC(C)(CCS(C)(=O)=O)CNc1c(Cl)cccc1C#N,1.466
06IKMQ,C=C1C=C(CO)[C@@H](C(=O)NCc2ccccc2)C(=S)N1,1.677
06KMXQ,O=C(NC1CCN(C(=O)CSc2cccs2)CC1)c1ccccc1,1.496
06EVUF,Cn1cc(/C=C(/C#N)C(=O)Nc2cccc(Cl)c2Cl)c(C(C)(C)C)n1,1.908
06LFUK,Cn1cc(CCNC(=O)c2c[nH]c3nccc(Cl)c23)cn1,1.621
06SCNH,Cc1ccc([C@H](O)CNS(=O)(=O)c2cc(C)c(Cl)cc2Cl)o1,1.589
06QTPE,CC(C)(C)OC(=O)C1CCC(NC(=O)N[C@@H]2CCc3ccccc32)CC1,1.974
06QHBC,Cc1cc(C)n(CC(=O)NNC(=O)NCc2ccsc2)n1,1.779
06FWUC,Cc1cc(NC(=O)CSCC(=O)c2ccccc2)ccc1C(=O)N(C)C,1.394
06DLXX,Cc1cnc(NC(=O)C2CCN(S(=O)(=O)c3ccc(F)c(F)c3)CC2)s1,1.54
06HFKX,CCOC(=O)/C=C/COc1ccc(F)cc1Br,1.684
06SLYN,Fc1ccc(/C=N/Nc2cnccn2)cc1,1.178
06RDMZ,CN(Cc1ccccc1)C(=O)CNC(=O)c1cnn2c1OCCC2,3.418
06GKDX,O=C(NC(=S)Nc1ccc(Cl)c(C(=O)NC2CCCCC2)c1)c1ccccc1Cl,1.665
06DLXN,Cc1ccn(CCC(=O)N2CCCC[C@H]2c2cc[nH]n2)n1,2.136
06RQXY,CCSc1ccc(Cl)cc1C(=O)[C@@H](C#N)c1ccccn1,1.58
06QJCN,CC[C@]1(C)N=C(SCC(=O)Nc2ccc(Br)cc2)C(c2ccccc2)=N1,1.669
06CXWT,Cc1sc(C(=O)N2CCCC2)c(N)c1C#N,1.104
06VBOF,COc1ccc(CNC(=O)[C@@H]2CC(=O)N(c3cccc4ccccc34)C2)cc1OC,1.219
06ILXM,O=C1C[C@@H](c2ccc(F)c(Br)c2)c2ccc3ccccc3c2N1,1.184
06YSBD,Cc1cc(C)c(C(=O)NC[C@H]2CCO[C@@H]2C(C)C)c(C)c1,2.182
06YERO,C[C@H]1CC(C(=O)Nc2cccc(Cl)c2SCC(F)F)C[C@@H](C)O1,1.906
06CXES,N#CCCN(C(=O)COC(=O)C1CCCCC1)c1ccc2c(c1)OCCO2,1.522
06EVJP,COC(=O)c1ccc(CNc2ccc(N3C[C@H](C)O[C@@H](C)C3)cc2)cc1,0.02
06HKJD,CCC(=O)N1CCc2ccc(NC(=O)NCc3ccc(Cl)cc3)cc2C1,1.36
06EZXF,CC(C)(C)c1ncc(NC(=O)[C@@H]2CS[C@H](Cc3ccccc3F)C(=O)N2)cn1,2.24
06EVQO,CC(C)(C)c1ccc2c(c1)C[C@@H](CNC(=O)c1c(F)cccc1F)O2,1.378
06FKDI,CCC1(NC)C(=O)c2ccccc2C1=O,1.353
06SZDV,CCOC(=O)c1ccc(S(=O)(=O)N[C@H]2CCSc3ccccc32)cc1,1.395
06YSWZ,Fc1ccnc(Br)c1,3.095
06QYTB,CCN(Cc1ccccc1)C(=O)c1cc(S(=O)(=O)NC(C)C)c(Cl)cc1Cl,2.5
06JNMB,COCc1cc(C(=O)NCc2c(F)cccc2OC(F)F)ccc1F,2.145
06RXEQ,CC[C@@H](CCO)CNS(=O)(=O)c1cc(N)cc(F)c1F,1.314
06HYPV,COC(=O)[C@@H](NS(=O)(=O)c1ccc(F)c(Cl)c1)c1ccccc1,2.538
06SVZG,O=[S@](CCSC1=Nc2ccccc2CS1)c1ccccc1,1.626
06RXLF,Cc1ccc(NC(=O)CN2c3ccccc3C[C@@H]2C)c(Cl)c1,0.724
06ULKD,CC(C)Oc1ccccc1CC(=O)N1C[C@@H](C)S[C@H](C)C1,2.141
06LGCY,COc1ccc(Cl)cc1/C=C/C(=O)NC[C@@](C)(O)c1cnn(C)c1,1.603
06MWJD,Cc1nn(C)c(Cl)c1COC(=O)c1cccc(S(C)(=O)=O)c1,2.162
06IVUW,Cc1cc(Oc2ccc(N)cc2)ccc1C(C)C,0.682
06GVVV,Cc1cc(NC(=O)N2CC[C@@H](C)C[C@@H]2C)ccc1C(=O)NC(C)C,1.272
06UDOB,Cc1cnc(NC(=O)c2ccn(COc3c(Cl)cccc3Cl)n2)s1,1.377
06WFQW,CC(C)Oc1ccccc1C(=O)Nc1ccnc2[nH]ncc12,1.884
06UAIZ,COC(=O)c1sccc1S(=O)(=O)Oc1cc(C(F)(F)F)cc(C(F)(F)F)c1,2.971
06OWTL,O=C(CSCc1ccccc1Cl)NNC(=O)Nc1ccc2c(c1)OCO2,0.835
06ALDP,COc1ccc(N2C[C@H](NC(=O)N(C)Cc3ccccc3)CC2=O)cc1OC,0.845
06VYMS,Cc1cc(C(=O)N2CCC(C(N)=O)CC2)c(C)n1CC(F)(F)F,1.084
06QSPV,Cc1ccc2c(n1)C(C)(C)CC2,2.026
06BOUV,CCOc1cccc(/C=C2/NC(=O)N(CC)C2=O)c1O,1.178
06CNUS,O=C(CCCN1C(=O)c2cccc3cccc(c23)C1=O)Nc1ccccc1SC(F)F,1.845
06VHYU,CN(c1ccccc1C(N)=O)S(=O)(=O)c1cc(Cl)ccc1Cl,1.971
06NUTJ,C[C@H](O)c1ccccc1OC[C@@H]1COc2ccccc21,1.724
06BOEL,COC(=O)c1cccc(S(=O)(=O)N[C@H](C)c2cccc(Br)c2)c1,2.16
06WOHA,N[C@H]1C(=O)Nc2cc(Sc3ccc(F)cc3)c(Cl)cc21,1.241
06RJDZ,CC(C)[C@H](CO)NC(=O)CCOc1cccc(N)c1,1.013
06YJPM,Cc1c(Cl)cccc1S(=O)(=O)Nc1cccc(CN2C(=O)CNC2=O)c1,1.556
06MJUC,CCCNC(=O)c1cc(S(=O)(=O)N(C)c2ccc(F)cc2)ccc1Cl,1.673
06SKLQ,CC1=CCN(c2cc(Cl)ccc2C#N)CC1,1.39
06PWXN,O=C(C=C1CCSCC1)NC[C@H]1CCCO[C@@H]1c1ccccc1,1.862
06WIDK,COc1ccc(S(=O)(=O)N2CCN=C2SCc2ccc(C)cc2)cc1,1.514
06JXJS,CN(C)C(=O)CNC(=O)c1cc2occc2n1C,0.822
06IYEV,COc1ccc(C(=O)N[C@H](CC(F)(F)F)c2ccc(F)cc2)c(F)c1,1.924
06CWGU,COC(=O)C[C@@](C)(N)c1ccc(S(C)(=O)=O)cc1,2.093
06COEV,COCc1cc(Cl)nc(NCc2ccc(F)c(Cl)c2)n1,2.284
06TMRX,COc1cc(Cl)c(C)cc1NC(=O)[C@@H](C)OC(=O)c1cccnc1,1.367
06OLVR,CNC(=O)c1ccc(NC(=O)/C=C(\C)c2ccccc2)cc1,1.659
06XCWE,N#C[C@H](NC(=O)CCC(=O)c1ccc(F)c(F)c1)c1ccccc1F,2.723
06JLJM,Cn1cc(C(N)=O)cc1C(=O)OCc1cccnc1,1.773
06JOIL,COc1cccc(/C=N/NC(=O)[C@@H]2CC(=O)N(c3ccc(C)cc3)C2)c1,1.763
06ZGVT,CCOc1ccccc1N1C(=O)C[C@H](Nc2cccc(OC)c2)C1=O,1.153
06XUVJ,Cc1cc(N(C)CC(=O)N(C)C)c([C@@H](C)O)cc1F,0.731
06CLDW,Cc1ccc(N2C[C@H](NS(=O)(=O)c3cccnc3)CC2=O)cc1C,1.469
06HSAW,Cn1cc(/C=C/C(=O)NCc2ccc(OCC(F)(F)F)cc2)c(=O)n(C)c1=O,1.746
06LXEE,COc1ccc(C(=O)/C(C#N)=C/c2cccc3ccccc23)cc1,1.874
06NTVM,CC(C)(C)c1ccc(C(=O)C(=O)NCCC(=O)NC2CCCC2)cc1,1.919
06AQRE,Cc1cc([C@H](O)C(C)(C)N2CCOCC2)cs1,0.439
